Median normalized fluorescence intensity sk398_bta_0002-completed.db cells with label 1
0.75
0.73
0.76
0.75
0.77
0.74
0.78
0.76
0.75
0.76
0.78
0.8
0.72
0.76
0.79
0.79
0.79
0.79
0.8
0.78
0.79
0.8
0.76
0.79
0.78
0.78
0.76
0.81
0.84
0.77
0.82
0.77
0.75
0.8
0.78
0.77
0.8
0.79
0.79
0.78
0.82
0.78
0.71
0.77
0.81
0.79
0.79
0.79
0.83
0.78
0.77
0.8
0.77
0.83
0.78
0.8
0.77
0.8
0.79
0.77
0.78
0.79
0.77
0.8
0.8
0.81
0.81
0.82
0.81
0.77
0.8
0.74
0.74
0.8
0.75
0.79
0.8
0.8
0.8
0.8
0.8
0.82
0.8
0.77
0.79
0.81
0.8
0.77
0.75
0.83
0.79
0.79
0.82
0.79
0.79
0.8
0.75
0.8
0.81
0.81
0.82
0.81
0.8
0.8
0.79
0.79
0.82
0.78
0.78
0.78
0.77
0.76
0.77
0.73
0.83
0.78
0.8
0.82
0.73
0.81
0.74
0.74
0.75
0.79
0.81
0.71
0.81
0.77
0.78
0.78
0.83
0.75
0.81
0.81
0.78
0.79
0.76
0.79
0.76
0.79
0.76
0.77
0.76
0.79
0.82
0.83
0.8
0.77
0.76
0.82
0.78
0.76
0.79
0.76
0.82
0.75
0.78
0.84
0.8
0.8
0.81
0.77
0.78
0.76
0.75
0.77
0.8
0.81
0.79
0.78
0.77
0.81
0.8
0.81
0.73
0.76
0.8
0.78
0.79
0.81
0.79
0.79
0.79
0.77
0.82
0.82
0.8
0.76
0.76
0.76
0.76
0.77
0.76
0.71
0.79
0.76
0.8
0.76
0.77
0.78
0.8
0.77
0.75
0.81
0.81
