Median normalized fluorescence intensity p7_bta_15_1023-completed.db cells with label 1
0.64
0.55
0.61
0.51
0.62
0.63
0.45
0.47
0.52
0.69
0.59
0.67
0.64
0.62
0.62
0.66
0.62
0.68
0.58
0.56
0.6
0.65
0.64
0.68
0.62
0.62
0.6
0.64
0.61
0.65
0.62
0.63
0.6
0.68
0.65
0.6
0.61
0.54
0.59
0.6
0.61
0.63
0.63
0.62
0.54
0.52
0.56
0.67
0.68
0.64
0.63
0.59
0.61
0.69
0.64
0.57
0.59
0.53
0.67
0.56
0.6
0.63
0.6
0.63
0.56
0.65
0.64
0.64
0.64
0.58
0.61
0.65
0.67
0.64
0.61
0.67
0.62
0.62
0.58
0.67
0.59
0.54
0.58
0.48
0.67
0.61
0.64
0.71
0.67
0.8
0.55
0.7
0.66
0.57
0.6
0.57
0.46
0.53
0.64
0.63
0.69
0.6
0.67
0.61
0.69
0.65
0.42
0.48
0.66
0.64
0.51
0.66
0.66
0.58
0.55
0.56
0.65
0.64
0.65
0.54
0.65
0.56
0.68
0.67
0.62
0.56
0.6
0.64
0.54
0.65
0.6
0.56
0.57
0.55
0.59
0.67
0.6
0.62
0.56
0.48
0.58
0.61
0.61
0.5
0.66
0.63
0.7
0.59
0.58
0.55
0.57
0.53
0.51
0.53
0.58
