Median normalized fluorescence intensity 398_bta_13_1016-completed.db cells with label 2
0.71
0.64
0.68
0.69
0.72
0.69
0.69
0.72
0.73
0.71
0.68
0.65
0.67
0.73
0.71
0.68
0.69
0.67
0.68
0.7
0.74
0.69
0.69
0.75
0.66
0.73
0.77
0.69
0.76
0.7
0.75
0.74
0.72
0.69
0.72
0.75
0.73
0.73
0.69
0.71
0.71
0.71
0.78
0.7
0.71
0.72
0.7
0.68
0.68
