Median normalized fluorescence intensity sk402_01_bta_0001-completed.db cells with label 1
0.7
0.64
0.69
0.71
0.67
0.71
0.68
0.62
0.58
0.69
0.68
0.71
0.66
0.7
0.72
0.68
0.61
0.72
0.68
0.65
0.68
0.7
0.68
0.66
0.69
0.68
0.65
0.75
0.7
0.66
0.65
0.66
0.61
0.64
0.65
0.66
0.57
0.58
0.7
0.7
0.64
0.64
0.58
0.7
0.63
0.6
0.71
0.66
0.6
0.59
0.7
0.69
0.79
0.69
0.67
0.69
0.75
0.54
0.59
0.55
0.71
0.69
0.65
0.75
0.73
0.73
0.68
0.6
0.59
0.66
0.61
0.67
0.64
0.65
0.64
0.66
0.61
0.68
0.69
0.65
0.6
0.65
0.64
0.63
0.69
0.67
0.66
0.61
0.64
0.66
0.55
0.63
0.72
0.65
0.6
0.67
0.69
0.64
0.69
0.71
0.66
0.65
0.69
0.66
0.73
0.65
0.65
0.64
0.71
0.71
0.63
0.59
0.72
0.53
0.68
0.65
0.67
0.6
0.67
0.59
0.65
0.7
0.67
0.61
0.65
0.6
0.72
0.67
0.72
0.73
0.73
0.7
0.72
0.65
0.68
0.65
0.65
0.68
0.73
0.7
0.62
0.62
0.54
0.76
0.66
0.71
0.65
0.66
0.68
0.6
0.66
0.68
0.67
0.65
0.7
0.71
0.68
0.67
0.58
0.54
0.68
0.63
0.67
0.62
0.68
0.69
0.63
0.66
0.69
0.72
0.68
0.67
0.72
0.64
0.64
0.69
0.66
0.63
0.61
0.65
0.68
0.65
0.7
0.68
0.73
0.58
0.68
0.62
0.63
0.72
0.68
0.68
