Median normalized fluorescence intensity sk394_bta_18-completed.db cells with label 1
0.64
0.57
0.64
0.53
0.66
0.56
0.63
0.6
0.66
0.63
0.53
0.51
0.62
0.62
0.56
0.54
0.62
0.6
0.53
0.66
0.58
0.54
0.53
0.52
0.67
0.62
