Median normalized fluorescence intensity p7_bta_18_1009-completed.db cells with label 2
0.7
0.68
0.73
0.74
0.7
0.68
0.73
0.72
0.68
0.71
0.7
0.69
0.73
0.69
0.69
0.78
0.82
0.73
0.65
0.75
0.7
0.7
0.75
0.74
0.79
0.76
0.7
0.68
0.78
0.74
0.71
0.65
0.76
0.7
0.76
0.65
0.7
0.74
0.68
0.74
0.74
0.72
0.7
0.75
0.69
0.7
0.7
0.67
0.72
0.71
0.7
0.66
0.74
0.67
0.69
0.73
0.74
0.75
0.77
0.72
0.72
0.71
0.67
0.69
0.7
0.75
0.72
0.7
0.7
0.7
0.69
0.78
0.71
0.67
0.69
0.72
