Median normalized fluorescence intensity 398_bta_18_1015-completed.db cells with label 1
0.56
0.59
0.61
0.63
0.65
0.59
0.59
0.59
0.53
0.63
0.4
0.63
0.66
0.58
0.62
0.53
0.5
0.65
0.63
0.65
0.52
0.62
0.53
0.58
0.54
0.67
0.63
0.66
0.62
0.58
0.56
0.69
0.54
0.61
0.64
0.55
0.61
0.63
0.66
0.53
0.55
0.65
0.62
0.65
0.64
0.5
0.53
0.59
0.62
0.56
0.65
0.63
0.58
0.66
0.61
0.57
0.59
0.55
0.67
0.7
0.54
0.66
0.47
0.59
0.67
0.56
0.65
0.61
0.62
0.51
0.66
0.68
0.61
0.64
0.55
0.53
0.63
0.57
0.55
0.64
0.64
0.65
0.61
0.51
0.6
0.56
0.57
0.55
0.61
0.64
0.62
0.61
0.58
0.49
0.52
0.61
0.52
0.54
0.56
0.66
0.62
0.6
0.63
0.65
0.49
0.57
0.57
0.51
0.6
0.53
0.6
0.61
0.65
0.63
0.55
0.62
0.53
0.64
0.66
0.58
0.56
0.61
0.51
0.58
0.63
0.6
0.55
0.69
0.65
0.62
0.64
0.61
0.59
