Median normalized fluorescence intensity sk25_bta_0002-completed.db cells with label 1
0.7
0.67
0.7
0.68
0.69
0.65
0.72
0.66
0.63
0.71
0.69
0.65
0.67
0.65
0.69
0.59
0.62
0.64
0.66
0.73
0.64
0.72
0.65
0.62
0.67
0.68
0.69
0.64
0.71
0.63
0.67
0.67
0.64
0.69
0.7
0.64
0.73
0.69
0.69
0.72
0.71
0.72
0.65
0.65
0.61
0.64
0.62
0.66
0.63
0.65
0.66
0.62
0.58
0.66
0.65
0.59
0.64
0.63
0.73
0.67
0.69
0.7
0.64
0.65
0.68
0.66
0.71
0.68
0.69
0.69
0.65
0.62
0.65
0.58
0.64
0.71
0.69
0.67
0.7
0.6
0.69
0.63
0.65
0.66
0.68
0.7
0.68
0.61
0.71
0.67
0.68
0.67
0.59
0.67
0.65
0.59
0.67
0.69
0.66
0.69
0.7
0.63
0.63
0.63
0.63
0.64
0.61
0.69
0.65
0.66
0.65
0.65
0.67
0.62
0.64
0.65
0.65
0.67
0.64
0.64
0.66
0.63
0.62
0.68
0.65
0.72
0.69
0.74
0.65
0.71
0.7
0.69
0.7
0.65
0.64
0.67
0.65
0.68
0.62
0.69
0.71
0.66
0.68
0.68
0.71
0.68
0.69
0.65
0.71
0.73
0.7
0.66
0.71
0.7
0.7
0.74
0.66
0.72
0.69
0.71
0.66
0.63
0.67
0.72
0.7
0.64
0.74
0.65
0.75
0.67
0.66
0.66
0.68
0.68
0.68
0.7
0.62
0.68
0.69
0.7
0.71
0.65
0.71
0.67
0.67
