Median normalized fluorescence intensity p7_bta_13_1111-completed.db cells with label 1
0.58
0.6
0.7
0.57
0.58
0.75
0.71
0.69
0.5
0.66
0.65
0.63
0.61
0.55
0.63
0.63
0.65
0.65
0.7
0.66
0.74
0.62
0.66
0.77
0.74
0.63
0.53
0.49
0.78
0.57
0.71
0.63
0.7
0.77
0.61
0.75
0.49
0.6
0.71
0.69
0.64
0.58
0.81
0.61
0.61
0.66
0.71
0.82
0.68
0.72
0.48
0.72
0.81
0.66
0.47
0.55
0.51
0.6
0.67
0.64
0.65
0.75
0.56
0.69
0.62
0.58
0.72
0.73
0.72
0.67
0.57
0.73
0.58
0.65
0.7
0.64
0.74
0.63
0.7
0.69
0.66
0.67
0.66
0.73
0.55
0.62
0.76
0.7
0.74
0.76
0.72
0.7
0.73
0.57
0.61
0.7
0.82
0.64
0.67
0.69
0.68
0.65
0.76
0.58
0.68
0.87
0.71
0.76
0.72
0.72
0.55
0.66
0.58
0.64
0.69
0.65
0.7
0.64
0.74
0.63
0.61
0.64
0.71
0.67
0.67
0.67
0.53
0.78
0.76
0.71
0.8
0.57
0.67
0.59
0.72
0.57
0.75
0.66
0.71
0.75
0.65
0.54
0.56
0.66
0.71
0.62
0.74
0.73
0.68
0.67
0.69
0.55
0.66
0.58
0.69
0.62
0.6
0.68
0.69
0.68
0.64
0.74
0.66
0.65
0.65
0.71
0.7
0.74
0.73
0.74
0.66
0.6
0.62
0.71
0.59
0.53
0.79
0.68
0.76
0.63
0.74
0.72
0.71
0.78
0.6
0.7
0.7
0.72
0.8
0.71
0.78
0.68
0.63
0.82
0.83
0.6
0.71
0.62
0.63
0.64
0.65
0.73
0.72
0.7
0.78
0.74
0.6
0.79
0.62
0.7
0.69
0.6
0.72
0.61
0.72
0.52
0.71
0.67
0.57
0.72
0.68
0.74
0.67
0.68
0.75
0.74
0.72
0.77
0.75
0.72
0.62
0.58
0.73
0.57
0.62
0.58
0.71
0.72
0.6
0.76
0.68
0.76
0.71
0.65
0.83
0.78
0.77
0.79
0.69
0.75
0.64
0.71
0.65
0.78
0.65
0.6
0.57
0.62
0.7
0.66
0.78
0.67
0.53
0.66
0.86
0.59
0.61
0.68
0.78
0.75
0.55
0.66
0.7
0.71
0.65
0.77
0.63
0.73
