Median normalized fluorescence intensity 398_bta_15_1023-completed.db cells with label 2
0.73
0.73
0.73
0.72
0.72
0.74
0.77
0.73
0.73
0.73
0.73
0.73
0.74
0.73
0.74
0.73
0.74
0.68
0.73
0.72
0.73
0.7
0.69
0.67
0.69
0.7
0.71
0.76
0.71
0.7
0.72
0.67
0.69
0.72
0.67
0.68
0.68
0.67
0.72
0.72
0.76
0.71
0.71
0.7
0.68
0.71
0.68
0.72
0.69
0.69
0.71
0.7
0.68
0.74
0.68
0.68
0.7
0.74
0.77
0.74
0.74
0.75
0.69
0.76
0.72
0.68
0.72
0.71
0.67
0.69
0.71
0.67
0.69
0.71
0.69
0.67
0.68
0.68
0.7
0.7
0.7
0.7
0.69
0.75
0.76
0.74
0.69
0.71
0.75
0.72
0.68
0.75
0.74
0.68
0.69
0.76
0.65
0.71
