Median normalized fluorescence intensity sk398_bta_18-completed.db cells with label 1
0.64
0.55
0.56
0.66
0.64
0.62
0.64
0.61
0.66
0.65
0.64
0.62
0.71
0.47
0.55
0.65
0.63
0.64
0.66
0.63
0.57
0.64
0.65
0.61
0.59
0.63
0.6
0.64
0.51
0.59
0.58
0.59
0.59
0.48
0.6
0.61
0.59
0.61
0.59
0.51
0.41
0.51
0.51
0.56
0.58
0.58
0.63
0.69
0.55
0.6
0.71
0.55
0.57
0.62
0.7
0.73
0.64
0.54
0.57
0.63
0.49
0.57
0.53
0.6
0.61
0.57
0.72
0.61
0.56
0.52
0.64
0.58
0.46
0.55
0.57
0.69
0.64
0.56
0.56
0.68
0.54
0.66
0.54
0.66
0.58
0.65
0.79
0.57
0.58
0.59
0.61
0.64
0.66
0.69
0.56
0.58
0.54
0.63
0.55
0.63
0.61
0.78
0.54
0.56
0.65
0.61
0.59
0.63
0.62
0.67
0.65
0.58
0.68
0.67
0.68
0.57
0.57
0.65
0.59
0.64
0.66
0.7
0.62
0.52
0.64
0.55
0.65
0.71
0.66
0.61
0.55
0.57
0.58
0.65
0.64
0.57
0.71
0.71
0.66
0.61
0.49
0.61
0.65
0.59
0.63
0.54
0.57
0.64
0.62
0.59
0.69
0.6
0.66
0.54
0.58
0.65
0.5
