Median normalized fluorescence intensity sk398_bta_17-completed.db cells with label 1
0.64
0.67
0.58
0.58
0.67
0.64
0.63
0.63
0.59
0.55
0.69
0.62
0.72
0.63
0.61
0.66
0.69
0.78
0.62
0.6
0.59
0.68
0.56
0.72
0.63
0.65
0.62
0.65
0.62
0.57
0.63
0.67
0.7
0.74
0.6
0.77
0.67
0.61
0.57
0.56
0.51
0.55
0.67
0.59
0.56
0.57
0.57
0.62
0.66
0.67
0.6
0.47
0.64
0.59
0.62
0.59
0.53
0.64
0.69
0.74
0.64
0.64
0.64
0.52
0.63
0.47
0.56
0.5
0.59
0.66
0.64
0.55
0.55
0.57
0.65
0.6
0.54
0.64
0.55
0.7
0.54
0.57
0.68
0.56
0.71
0.7
0.58
0.73
0.59
0.73
0.63
0.61
0.61
0.58
0.7
0.64
0.68
0.61
0.75
0.58
0.58
0.76
0.71
0.72
0.65
0.65
0.59
0.75
0.56
0.57
0.74
0.72
0.68
0.66
0.63
0.56
0.7
0.69
0.63
0.69
0.58
0.56
0.69
0.58
0.65
0.54
0.58
0.63
0.54
0.67
0.6
0.58
0.55
0.66
0.69
0.53
0.65
0.68
0.54
0.55
0.62
0.6
0.56
