Median normalized fluorescence intensity p7ara_bta_15_1111-completed.db cells with label 1
0.7
0.8
0.71
0.65
0.63
0.57
0.63
0.59
0.68
0.57
0.67
0.62
0.77
0.64
0.58
0.65
0.73
0.62
0.66
0.71
0.64
0.61
0.65
0.64
0.56
0.61
0.61
0.56
0.66
0.69
0.63
0.65
0.68
0.52
0.61
0.75
0.75
0.63
0.7
0.69
0.8
0.78
0.7
0.6
0.69
0.66
0.6
0.57
0.66
0.68
0.6
0.57
0.65
0.59
0.62
0.76
0.56
0.73
0.56
0.65
0.67
0.74
0.76
0.8
0.62
0.71
0.72
0.72
0.69
0.63
0.78
0.57
0.63
0.66
0.67
0.7
0.64
0.57
0.61
0.76
0.61
0.7
0.6
0.65
0.77
0.68
0.58
0.65
0.68
0.68
0.6
0.71
0.58
0.68
0.63
0.73
0.73
0.63
0.73
0.72
0.66
0.72
0.7
0.54
0.66
0.78
0.75
0.74
0.61
0.62
0.77
0.77
0.6
0.61
0.64
0.77
0.58
0.7
0.66
0.58
0.63
0.74
0.57
0.63
0.72
0.59
0.82
0.73
0.73
0.68
0.68
0.73
0.72
0.76
0.81
0.58
0.71
0.71
0.77
0.61
0.79
0.67
0.64
0.71
0.7
0.73
0.54
0.68
0.62
0.66
0.67
0.65
0.63
0.61
0.55
0.68
0.77
0.72
0.68
0.72
0.69
0.72
0.66
0.68
0.73
0.65
0.63
0.69
0.64
0.65
0.63
0.63
0.74
0.72
0.73
0.65
0.79
0.72
0.63
0.56
0.68
0.75
0.59
0.59
0.74
0.65
0.68
0.62
0.59
0.68
0.63
0.67
0.69
0.71
0.51
0.64
0.65
0.78
0.72
0.71
0.57
0.54
0.73
0.63
