Median normalized fluorescence intensity sk398_bta_07001-completed.db cells with label 1
0.77
0.78
0.7
0.79
0.81
0.78
0.77
0.78
0.75
0.74
0.76
0.73
0.78
0.77
0.75
0.78
0.78
0.77
0.79
0.76
0.76
0.72
0.78
0.72
0.73
0.8
0.77
0.74
0.73
0.74
0.78
0.75
0.77
0.78
0.81
0.77
0.78
0.77
0.73
0.76
0.72
0.75
0.77
0.64
0.77
0.76
0.78
0.78
0.75
0.68
0.76
0.74
0.75
0.75
0.76
0.74
0.73
0.78
0.75
0.8
0.76
0.74
0.75
0.76
0.77
0.78
0.83
0.75
0.82
0.79
0.77
0.77
0.77
0.77
0.56
0.74
0.73
0.7
0.76
0.78
0.73
0.74
0.74
0.76
0.73
0.76
0.74
0.74
0.69
0.78
0.65
0.81
0.78
0.55
0.75
0.7
0.7
0.78
0.78
0.74
0.72
0.74
0.73
0.73
0.77
0.6
0.76
0.75
0.77
0.76
0.79
0.65
0.58
0.75
0.75
0.79
0.77
0.75
0.74
0.77
0.74
0.8
0.68
0.74
0.76
0.71
0.73
0.76
0.75
0.78
0.73
0.77
0.76
0.74
0.76
0.77
0.65
0.75
0.8
0.74
0.77
0.64
0.77
0.74
0.76
0.68
0.45
0.77
0.74
0.78
0.74
0.76
0.72
0.77
0.78
0.74
0.74
0.74
0.75
0.79
0.75
0.75
0.77
0.73
0.73
0.73
0.77
0.75
0.77
0.77
0.59
0.73
0.73
0.75
0.76
0.76
0.7
0.8
0.74
0.79
0.73
