Median normalized fluorescence intensity sk402_01_bta_1-completed.db cells with label 1
0.82
0.74
0.73
0.75
0.73
0.72
0.72
0.73
0.75
0.65
0.74
0.74
0.66
0.7
0.72
0.68
0.71
0.68
0.74
0.71
0.75
0.73
0.7
0.7
0.73
0.73
0.68
0.75
0.71
0.68
0.73
0.66
0.73
0.68
0.72
0.7
0.72
0.76
0.75
0.71
0.79
0.74
0.77
0.74
0.75
0.72
0.74
0.76
0.7
0.76
0.72
0.79
0.73
0.72
0.74
0.7
0.77
0.75
0.75
0.71
0.7
0.72
0.66
0.71
0.74
0.75
0.73
0.74
0.78
0.68
0.7
0.75
0.76
0.73
0.72
0.71
0.72
0.76
0.68
0.7
0.74
0.76
0.76
0.72
0.71
0.72
0.75
0.76
0.73
0.71
0.74
0.73
0.73
0.69
0.65
0.74
0.76
0.64
0.72
0.71
0.68
0.78
0.75
0.65
0.72
0.74
0.69
0.76
0.72
0.74
0.66
0.71
0.69
0.69
0.7
0.78
0.72
0.76
0.74
0.67
0.68
0.71
0.7
0.68
0.7
0.77
0.73
0.72
0.81
0.7
0.72
0.76
0.79
0.74
0.78
0.72
0.77
0.74
0.75
0.68
0.7
0.7
0.68
0.77
