Median normalized fluorescence intensity sk398_bta_15-completed.db cells with label 1
0.71
0.7
0.67
0.54
0.72
0.55
0.76
0.73
0.81
0.57
0.77
0.69
0.64
0.7
0.66
0.67
0.72
0.67
0.73
0.55
0.58
0.77
0.68
0.73
0.67
0.65
0.58
0.73
0.65
0.56
0.73
0.54
0.72
0.64
0.65
0.73
0.72
0.75
0.75
0.66
0.68
0.73
0.52
0.78
0.76
0.83
0.62
0.6
0.52
0.62
0.72
0.63
0.77
0.81
0.74
0.76
0.74
0.68
0.69
0.67
0.64
0.65
0.7
0.55
0.58
0.72
0.78
0.66
0.61
0.65
0.72
0.73
0.72
0.7
0.69
0.62
0.63
0.6
0.61
0.56
0.64
0.68
0.74
0.63
0.61
0.69
0.69
0.68
0.65
0.71
0.74
0.68
0.67
0.67
0.75
0.61
0.75
0.59
0.73
0.65
0.58
0.71
0.73
0.67
0.76
0.65
0.62
0.72
0.68
0.7
0.73
0.67
0.64
0.69
0.69
0.73
0.66
0.58
0.73
0.57
0.63
0.65
0.76
0.62
0.62
0.76
0.65
0.6
0.65
0.72
0.71
0.78
0.61
0.58
0.72
0.56
0.68
0.61
0.69
0.78
0.67
0.75
0.66
0.7
0.77
0.78
0.59
0.67
0.48
0.78
0.74
0.73
0.59
0.71
0.76
0.78
0.75
0.7
0.7
0.6
0.64
0.62
0.56
0.71
0.73
0.75
0.77
0.67
0.67
0.66
0.64
0.7
0.69
0.65
0.57
0.56
0.55
0.65
0.72
0.76
0.73
