Median normalized fluorescence intensity 398_bta_18_1008-completed.db cells with label 1
0.72
0.57
0.63
0.61
0.57
0.52
0.62
0.63
0.63
0.59
0.55
0.58
0.58
0.67
0.54
0.58
0.63
0.66
0.57
0.48
0.58
0.64
0.58
0.69
0.62
0.63
0.65
0.55
0.64
0.69
0.57
0.49
0.56
0.65
0.62
0.57
0.64
0.64
0.53
0.52
0.56
0.61
0.51
0.56
0.65
0.53
0.58
0.57
0.66
0.65
0.55
0.51
0.49
0.51
0.64
0.57
0.64
0.61
0.56
0.6
0.57
0.62
0.62
0.58
0.6
0.62
0.6
0.57
0.65
0.68
0.57
0.59
0.64
0.52
0.53
0.62
0.56
0.68
0.67
0.68
0.65
0.51
0.58
0.59
0.55
0.59
0.59
0.56
0.58
0.66
0.6
0.66
0.63
0.63
0.57
0.6
0.54
0.65
0.57
0.55
0.52
0.65
0.57
0.49
0.64
0.61
0.66
0.62
0.54
0.6
0.55
0.61
0.59
0.61
0.58
0.57
0.59
0.69
0.56
0.63
0.55
0.57
0.61
0.64
0.58
0.56
0.64
0.54
0.62
0.54
0.58
0.63
0.65
0.67
0.6
0.64
0.59
0.55
0.56
0.6
0.6
0.57
0.54
0.61
0.62
0.57
0.59
0.58
0.53
0.59
0.64
0.58
0.5
0.66
0.61
0.46
0.58
0.61
0.58
0.67
0.55
0.54
0.66
0.58
0.61
0.67
0.6
0.61
0.69
0.65
0.65
0.67
0.67
0.64
0.59
0.66
0.69
0.68
0.61
0.58
0.59
0.62
0.61
0.56
0.57
0.63
0.63
0.68
0.65
0.64
0.57
0.54
0.62
0.62
0.65
0.48
0.57
0.66
0.64
0.65
0.72
0.62
0.6
0.63
0.51
0.59
0.59
0.63
0.5
0.71
0.53
0.56
0.58
0.62
0.58
0.55
0.62
0.56
0.58
0.68
0.62
0.57
0.65
0.44
0.6
0.62
0.56
0.65
0.61
0.49
0.59
0.68
0.57
0.62
0.61
0.57
0.55
0.53
0.59
0.66
0.61
0.64
0.62
0.64
0.65
0.58
0.62
0.65
0.52
0.55
0.57
0.56
0.69
0.58
0.62
0.49
0.48
0.73
0.57
0.55
0.55
0.68
0.65
0.57
0.58
0.62
0.55
0.65
0.6
0.49
0.6
0.67
0.57
0.63
0.63
0.59
0.53
0.6
0.65
0.59
0.56
0.66
0.56
0.58
0.61
0.7
0.68
0.56
0.66
0.64
0.55
0.65
0.57
0.7
0.58
0.61
0.59
0.58
0.73
0.58
0.64
0.63
0.66
0.61
0.52
0.51
0.58
0.62
0.57
0.59
0.65
0.62
0.54
0.65
0.71
0.58
0.55
0.53
0.57
0.68
0.61
0.59
0.56
0.57
0.61
0.59
0.59
0.65
0.59
0.65
0.6
0.65
0.58
0.59
0.59
0.71
0.61
0.56
0.59
0.58
0.63
0.57
0.47
0.57
0.62
0.53
0.66
0.61
0.51
0.64
0.6
0.59
0.57
0.63
0.61
0.64
0.68
0.49
0.63
0.57
0.67
0.56
0.6
0.62
0.64
0.71
0.66
0.51
0.6
0.52
0.6
0.51
0.65
0.63
0.56
0.56
0.6
0.65
0.63
0.65
0.65
0.57
0.68
0.57
0.57
0.6
0.56
0.56
0.6
0.59
0.62
0.51
0.67
0.56
0.65
0.61
0.53
0.63
0.58
0.62
0.53
0.68
0.52
0.53
0.65
0.6
0.62
0.65
0.62
0.58
0.63
0.58
0.59
0.56
0.5
0.63
0.57
0.6
0.6
0.67
0.67
0.55
0.55
0.56
0.54
0.63
0.59
0.63
0.58
0.55
0.66
0.58
0.73
0.57
0.63
0.66
0.56
0.57
0.53
0.61
0.62
0.64
0.56
0.62
0.61
0.6
0.59
0.59
0.54
0.64
0.6
0.63
0.64
0.57
0.71
0.64
0.68
0.63
0.55
0.54
0.55
0.58
0.55
0.51
0.65
0.66
0.55
0.57
0.63
0.67
0.68
0.59
0.65
0.61
0.54
0.59
0.64
0.62
0.62
0.55
0.63
0.65
0.64
0.55
0.69
0.64
0.63
0.65
0.68
0.64
0.61
0.63
0.58
0.62
0.65
0.64
0.61
0.5
0.65
0.62
0.62
0.68
0.66
0.61
0.62
0.59
0.64
0.63
0.64
0.53
0.53
0.6
0.52
0.58
0.68
0.64
0.61
0.64
0.6
