Median normalized fluorescence intensity sk402_01_bta_18-completed.db cells with label 1
0.61
0.64
0.66
0.58
0.56
0.55
0.65
0.72
0.59
0.55
0.54
0.58
0.61
0.54
0.64
0.56
0.52
0.55
0.51
0.6
0.61
0.66
0.59
0.64
0.54
0.69
0.59
0.63
0.63
0.57
0.57
0.57
0.6
0.58
0.58
0.55
0.55
0.6
0.57
0.71
0.63
0.62
0.59
0.57
0.62
0.61
0.64
0.62
0.56
0.61
0.66
0.69
0.62
0.62
0.65
0.56
0.64
0.58
0.56
0.47
0.57
0.57
0.56
0.56
0.59
0.59
0.62
0.58
0.52
0.63
0.7
0.67
0.51
0.78
0.67
0.55
0.61
0.7
0.57
0.53
0.47
0.61
0.69
0.59
0.63
0.67
0.6
0.59
0.68
0.69
0.66
0.62
0.56
0.53
0.61
0.65
0.53
0.64
0.64
0.58
0.62
0.61
0.58
0.51
0.61
0.57
0.62
0.58
0.53
0.62
0.59
0.69
0.56
0.57
0.53
0.55
0.65
0.65
0.55
0.57
0.59
0.59
0.69
0.53
0.63
0.61
0.62
0.51
0.59
0.61
0.66
0.64
0.58
0.59
0.54
0.66
0.65
0.68
0.65
0.63
0.55
0.68
0.65
0.58
0.61
0.57
0.6
0.6
0.61
0.55
0.62
0.53
0.59
0.65
0.59
0.49
0.52
0.61
0.66
0.6
0.51
0.62
0.6
0.54
0.7
0.67
0.56
0.56
0.57
0.59
0.59
0.68
0.66
0.64
0.54
0.56
0.62
0.64
0.68
0.69
0.7
0.58
0.63
0.69
0.63
0.54
0.54
0.59
0.53
0.6
0.66
0.71
0.62
0.68
0.63
0.65
0.57
0.59
0.62
0.59
0.67
0.7
0.55
0.58
0.59
0.66
0.64
0.6
0.56
0.66
0.7
0.56
0.58
0.61
0.66
0.68
0.61
0.71
0.68
0.63
0.52
0.59
0.68
0.57
0.54
0.7
0.67
0.7
0.74
0.52
0.66
0.52
0.65
0.59
0.59
0.61
0.65
0.57
0.68
0.64
0.58
0.57
0.58
0.55
0.66
