Median normalized fluorescence intensity sk25_bta_10-completed.db cells with label 1
0.75
0.55
0.75
0.76
0.73
0.75
0.69
0.76
0.64
0.74
0.56
0.77
0.58
0.75
0.73
0.73
0.75
0.82
0.68
0.74
0.77
0.73
0.77
0.8
0.67
0.76
0.7
0.74
0.68
0.68
0.72
0.77
0.77
0.72
0.8
0.77
0.76
0.46
0.73
0.64
0.74
0.73
0.66
0.74
0.74
0.6
0.68
0.64
0.74
0.78
0.71
0.76
0.66
0.72
0.72
0.75
0.75
0.53
0.76
0.75
0.76
0.76
0.72
0.74
0.47
0.7
0.72
0.62
0.43
0.77
0.72
0.53
0.65
0.71
0.71
0.76
0.61
0.74
0.76
0.77
0.78
0.8
0.74
0.7
0.68
0.73
0.77
0.52
0.56
0.55
0.64
0.74
0.61
0.64
0.7
0.73
0.7
0.69
0.76
0.7
0.72
0.59
0.69
0.72
0.75
0.58
0.72
0.71
0.56
0.74
0.71
0.74
0.7
0.69
0.56
0.69
0.72
0.73
0.7
0.77
0.68
0.58
0.64
0.74
0.72
0.7
0.49
0.47
0.72
0.69
0.71
0.73
0.67
0.74
0.59
0.77
0.69
0.71
0.64
0.74
0.72
0.67
0.62
0.72
0.71
0.49
0.67
0.75
0.66
0.74
0.75
0.7
0.71
0.65
0.71
0.58
0.72
0.67
0.65
0.77
0.64
0.71
0.66
0.71
0.79
0.73
0.64
0.82
0.74
0.72
0.68
0.78
0.72
0.51
0.67
0.5
0.58
0.69
0.72
0.58
0.63
0.61
0.71
0.73
0.7
0.57
0.54
0.68
0.76
0.75
0.73
0.76
0.72
0.76
0.59
0.61
0.75
0.52
0.65
0.69
0.75
0.73
0.73
0.74
0.65
0.71
0.74
0.72
0.7
0.74
0.65
0.6
0.75
0.78
0.68
0.6
0.73
0.75
0.72
0.78
0.56
0.74
0.7
0.73
0.5
0.72
0.71
0.78
0.73
0.65
0.69
0.73
0.67
0.73
0.71
0.59
0.71
0.68
0.69
0.68
0.7
0.7
0.61
0.72
0.73
0.6
0.74
0.61
0.66
0.73
0.72
0.63
0.6
0.66
0.78
0.77
0.77
0.71
0.69
0.69
0.72
0.55
0.58
0.69
0.73
0.71
0.53
0.68
0.77
0.68
0.66
0.62
0.69
0.64
0.53
0.75
0.72
0.69
0.73
0.57
0.72
0.66
0.7
0.64
0.72
0.59
0.72
0.7
0.76
0.71
