Median normalized fluorescence intensity sk402_005_bta_15001-completed.db cells with label 1
0.62
0.67
0.52
0.54
0.53
0.45
0.52
0.55
0.67
0.53
0.57
0.53
0.54
0.51
0.56
0.53
0.58
0.51
0.53
0.53
0.59
0.44
0.55
0.45
0.51
0.59
0.48
0.61
0.63
0.54
0.49
0.56
0.61
0.51
0.59
0.5
0.44
0.45
0.52
0.5
0.53
0.54
0.41
0.46
0.48
0.49
0.59
0.57
0.45
0.52
0.4
0.42
0.46
0.51
0.66
0.55
0.5
0.49
0.51
0.48
0.47
0.44
0.57
0.59
0.59
0.46
0.56
0.54
0.51
0.56
0.59
0.52
0.44
0.65
0.52
0.53
0.53
0.48
0.56
0.59
0.44
0.41
0.5
0.53
0.5
0.56
0.41
0.54
0.58
0.52
0.5
0.62
0.57
0.51
0.48
0.57
0.38
0.51
0.6
0.56
0.44
0.46
0.53
0.59
0.56
0.55
0.53
0.49
0.67
0.51
0.5
0.56
0.47
0.51
0.57
0.51
0.49
0.59
0.53
0.49
0.5
0.47
0.59
0.56
0.67
0.49
0.55
0.57
0.62
0.47
0.53
0.52
0.48
0.66
0.52
0.55
0.52
0.43
0.51
0.53
0.52
0.48
0.54
0.45
0.59
0.52
0.44
0.53
0.53
0.48
0.56
0.53
0.51
0.5
0.55
0.54
0.46
0.5
0.45
0.52
0.54
0.53
0.58
0.52
0.49
0.52
0.53
0.58
0.5
0.6
0.57
0.49
0.54
0.58
0.51
0.58
0.54
0.57
0.48
0.48
0.52
0.55
0.56
0.52
0.44
0.47
0.56
0.55
0.56
0.58
0.62
0.54
0.54
0.48
0.61
0.61
0.52
0.52
0.55
0.48
0.51
0.47
0.6
0.52
0.49
0.47
0.57
0.53
0.43
0.5
0.51
0.43
0.61
0.51
0.55
0.51
0.49
0.49
0.56
0.51
0.49
0.56
0.6
0.51
0.54
0.52
0.55
0.54
0.51
0.54
0.53
0.68
0.57
0.56
0.55
0.47
0.58
0.61
0.45
0.49
0.49
0.55
0.51
0.49
0.5
0.59
0.57
0.54
0.57
