Median normalized fluorescence intensity sk394_bta_20-completed.db cells with label 1
0.78
0.74
0.56
0.77
0.72
0.7
0.77
0.64
0.73
0.69
0.77
0.76
0.74
0.64
0.5
0.79
0.69
0.75
0.75
1.0
0.54
0.67
0.71
0.76
0.7
0.74
0.75
0.69
0.73
0.71
0.74
0.7
0.76
0.73
0.74
0.66
0.69
0.7
0.54
0.73
0.68
0.71
0.85
0.77
0.71
0.72
0.71
0.75
0.77
0.74
0.58
0.72
0.77
0.71
0.72
0.7
0.74
0.69
0.66
0.72
0.63
0.79
0.6
0.88
0.76
0.56
0.68
0.73
0.74
0.76
0.54
0.75
0.62
0.55
0.71
0.72
0.74
0.71
0.68
0.74
0.7
0.76
0.73
0.71
0.7
0.74
0.76
0.63
0.7
0.73
0.71
0.54
0.73
0.72
0.75
0.68
0.69
0.74
0.72
0.72
0.6
0.74
0.72
0.75
0.67
0.63
0.74
0.73
0.73
0.77
0.67
0.78
0.72
0.71
0.7
0.73
0.74
0.73
0.72
0.74
0.77
0.67
0.73
0.72
0.53
0.73
0.72
0.73
0.73
0.68
0.7
0.72
0.72
0.76
0.71
0.64
0.79
0.77
0.71
0.68
0.72
0.76
0.73
0.73
0.72
0.76
0.74
0.76
0.72
0.72
0.68
0.76
0.77
0.74
0.73
0.7
0.71
0.73
0.74
0.69
0.7
0.63
0.73
0.73
