Median normalized fluorescence intensity sk402_01_bta_07-completed.db cells with label 1
0.76
0.71
0.75
0.74
0.72
0.75
0.73
0.81
0.73
0.62
0.77
0.72
0.78
0.73
0.76
0.75
0.77
0.71
0.76
0.69
0.74
0.64
0.74
0.7
0.76
0.7
0.63
0.72
0.73
0.72
0.67
0.75
0.78
0.74
0.74
0.75
0.77
0.8
0.73
0.73
0.68
0.75
0.72
0.73
0.74
0.76
0.75
0.66
0.7
0.76
0.81
0.76
0.72
0.72
0.72
0.73
0.75
0.77
0.71
0.72
0.76
0.79
0.78
0.77
0.69
0.78
0.74
0.69
0.73
0.74
0.76
0.76
0.71
0.71
0.66
0.72
0.73
0.71
0.73
0.62
0.71
0.77
0.71
