Median normalized fluorescence intensity sk394_bta_15-completed.db cells with label 1
0.69
0.71
0.69
0.68
0.56
0.57
0.67
0.59
0.7
0.58
0.71
0.68
0.71
0.73
0.69
0.67
0.61
0.64
0.7
0.59
0.67
0.58
0.55
0.69
0.56
0.54
0.71
0.53
0.63
0.67
0.68
0.56
0.61
0.64
0.54
0.54
0.68
0.64
0.65
0.53
0.68
0.55
0.6
0.65
0.55
0.7
0.56
0.65
0.63
0.55
0.69
0.6
0.53
0.59
0.56
0.7
0.63
0.52
0.57
0.55
0.57
0.58
0.67
0.54
0.61
0.55
0.75
0.65
0.64
0.64
0.67
0.52
0.75
0.61
0.65
0.63
0.66
0.65
0.65
0.62
0.66
0.65
0.62
0.59
0.64
0.65
0.65
0.62
0.56
0.63
0.7
0.6
0.65
0.62
0.55
0.67
0.51
0.63
0.6
0.47
0.61
0.55
0.67
0.7
0.6
0.58
0.66
0.6
0.68
0.58
0.57
0.67
0.61
0.57
0.46
0.55
0.39
0.67
0.69
0.67
0.67
0.7
0.59
0.53
0.55
0.57
0.63
0.62
0.68
0.53
0.68
0.57
0.58
0.64
0.46
0.7
0.59
0.64
0.6
0.55
0.47
0.58
0.63
0.66
0.68
0.55
0.56
0.59
0.61
0.64
0.63
0.65
0.7
0.64
0.59
0.62
0.51
0.52
0.7
0.62
0.52
0.73
0.71
0.56
0.56
0.59
0.66
0.61
0.61
0.63
0.52
0.57
0.54
0.68
