Median normalized fluorescence intensity sk398_01_bta_15-completed.db cells with label 1
0.5
0.55
0.59
0.47
0.53
0.5
0.5
0.51
0.59
0.61
0.58
0.48
0.59
0.46
0.59
0.59
0.66
0.55
0.5
0.49
0.46
0.57
0.49
0.48
0.58
0.44
0.5
0.51
0.58
0.61
0.54
0.55
0.57
0.47
0.41
0.58
0.55
0.53
0.47
0.55
0.57
0.61
0.62
0.46
0.48
0.57
0.46
0.44
0.6
0.53
0.52
0.54
0.55
0.57
0.52
0.55
0.57
0.6
0.58
0.55
0.66
0.53
0.51
0.6
0.59
0.37
0.51
0.63
0.5
0.52
0.54
0.52
0.55
0.59
0.61
0.54
0.51
0.57
0.55
0.46
0.44
0.63
0.53
0.62
0.48
0.62
0.55
0.55
0.59
0.55
0.45
0.46
0.59
0.65
0.53
0.69
0.54
0.47
0.51
0.6
0.48
0.62
0.59
0.57
0.5
0.54
0.57
0.6
0.43
0.54
0.5
0.55
0.47
0.54
0.43
0.5
0.47
0.64
0.59
0.55
0.48
0.52
0.65
0.54
0.47
0.65
0.51
0.51
0.52
0.52
0.59
0.58
0.48
0.48
0.51
0.54
0.53
0.6
0.45
0.46
0.57
0.6
0.6
0.52
0.66
0.62
0.56
0.54
0.55
0.57
0.43
0.6
0.49
0.52
0.48
0.51
0.52
0.56
0.54
0.58
0.52
0.51
0.61
0.58
0.53
0.48
0.52
0.55
0.53
0.59
0.49
0.51
0.49
0.5
0.45
0.65
0.51
0.59
0.66
0.63
0.63
0.58
0.57
0.58
0.54
0.61
0.47
0.61
0.51
0.53
0.54
0.52
0.51
0.55
0.52
0.61
0.55
0.58
0.54
0.57
0.48
0.5
0.48
0.6
0.58
0.65
0.52
0.67
0.46
0.54
0.48
0.55
0.5
0.59
0.55
0.5
0.68
0.46
0.61
0.53
0.47
0.44
0.5
0.46
0.57
0.57
0.48
0.55
0.5
