Median normalized fluorescence intensity sk25_bta_13-completed.db cells with label 1
0.81
0.76
0.72
0.73
0.72
0.74
0.75
0.77
0.74
0.71
0.72
0.72
0.7
0.72
0.71
0.75
0.74
0.77
0.75
0.82
0.72
0.73
0.76
0.69
0.74
0.76
0.72
0.71
0.74
0.75
0.78
0.73
0.76
0.75
0.7
0.75
0.72
0.72
0.74
0.71
0.76
0.71
0.73
0.73
0.76
0.74
0.59
0.67
0.72
0.74
0.73
0.74
0.75
0.71
0.75
0.73
0.78
0.69
0.74
0.72
0.75
0.73
0.71
0.72
0.77
0.71
0.71
0.71
0.74
0.71
0.79
0.74
0.72
0.68
0.73
0.76
0.75
0.75
0.73
0.72
0.79
0.74
0.74
0.73
0.74
0.73
0.75
0.75
0.76
0.68
0.7
0.73
0.73
0.77
0.72
0.7
0.75
0.76
0.72
0.73
0.72
0.71
0.72
0.75
0.73
0.72
0.75
0.74
0.75
0.78
0.73
0.73
0.74
0.72
0.73
0.78
0.79
0.72
0.74
0.72
0.73
0.75
0.75
0.76
0.79
0.75
0.71
0.74
0.73
0.71
0.74
0.77
0.75
0.82
0.75
0.73
0.77
0.75
0.71
0.74
0.76
0.76
0.73
0.72
0.74
0.74
0.72
0.72
0.76
0.72
0.78
0.77
0.79
0.72
0.77
0.75
0.74
0.78
0.75
0.75
0.76
0.72
0.72
0.72
0.74
0.77
0.76
0.75
0.74
0.72
0.72
0.77
0.77
0.75
0.7
0.76
0.74
0.66
0.65
0.75
0.69
0.71
0.77
0.75
0.73
0.76
0.76
0.76
0.76
0.75
0.73
0.72
0.76
0.75
0.75
0.76
0.76
0.64
0.76
0.76
0.76
0.67
0.77
0.72
0.76
0.75
0.72
0.73
0.73
0.57
0.72
0.73
0.72
0.76
0.71
0.72
0.53
0.76
0.78
0.74
0.79
0.73
0.65
0.72
0.7
0.79
0.75
0.79
0.74
0.76
