Median normalized fluorescence intensity sk394_bta_19-completed.db cells with label 1
0.61
0.55
0.45
0.44
0.68
0.55
0.57
0.68
0.67
0.57
0.55
0.65
0.63
0.65
0.56
0.53
0.62
0.69
0.63
0.5
0.62
0.58
0.57
0.69
0.53
0.66
0.55
0.55
0.56
0.55
0.66
0.53
0.53
0.69
0.59
0.51
0.56
0.51
0.57
0.61
0.55
0.65
0.69
0.52
0.61
0.63
0.6
0.58
0.54
0.61
0.65
0.65
0.53
0.68
0.59
0.5
0.59
0.56
0.51
0.63
0.55
0.62
0.52
0.46
0.56
0.67
0.65
0.64
0.48
0.74
0.61
0.65
0.6
0.6
0.55
0.62
0.57
0.55
0.59
0.59
0.64
0.56
0.46
0.54
0.63
0.53
0.53
0.66
