Median normalized fluorescence intensity p7ara_bta_13_1111-completed.db cells with label 1
0.73
0.68
0.7
0.7
0.64
0.61
0.47
0.63
0.65
0.72
0.7
0.7
0.69
0.72
0.64
0.58
0.77
0.62
0.69
0.63
0.51
0.48
0.56
0.74
0.61
0.68
0.57
0.68
0.76
0.68
0.65
0.66
0.72
0.65
0.61
0.66
0.72
0.57
0.72
0.67
0.53
0.67
0.48
0.62
0.54
0.68
0.64
0.52
0.59
0.59
0.55
0.63
0.76
0.6
0.69
0.69
0.79
0.57
0.57
0.66
0.68
0.7
0.71
0.66
0.56
0.69
0.58
0.69
0.68
0.65
0.58
0.78
0.71
0.73
0.66
0.61
0.64
0.61
0.44
0.66
0.64
0.63
0.73
0.69
0.72
0.65
0.57
0.58
0.57
0.71
0.68
0.77
0.69
0.71
0.65
0.63
0.64
0.56
0.72
0.77
0.79
0.75
0.7
0.69
0.47
0.62
0.67
0.64
0.51
0.78
0.63
0.76
0.67
0.71
0.79
0.61
0.54
0.72
0.69
0.59
0.6
0.61
0.59
0.66
0.64
0.72
0.65
0.65
0.74
0.67
0.72
0.68
0.6
0.6
0.61
0.61
0.56
0.69
0.7
0.57
0.7
0.76
0.7
0.64
0.73
0.73
0.61
0.79
0.69
0.65
0.68
0.59
0.61
0.73
0.66
0.74
0.64
0.71
0.77
0.77
0.8
0.56
0.71
0.71
0.72
0.49
0.66
0.53
0.78
0.6
0.6
0.51
0.6
0.72
0.62
0.71
0.64
0.61
0.7
0.83
0.51
0.75
0.77
0.73
0.58
0.6
0.54
0.54
0.7
0.75
0.67
0.58
0.62
0.6
0.52
0.66
0.66
0.7
0.66
0.69
0.7
0.74
0.64
0.53
0.59
0.77
0.67
0.7
0.73
0.82
0.67
0.69
0.77
0.62
0.72
0.55
0.75
0.75
0.66
0.7
0.71
0.58
0.65
0.73
0.82
0.59
0.61
0.71
0.75
0.7
0.65
0.72
0.74
0.69
0.62
0.66
0.55
0.51
0.71
0.75
0.58
0.72
0.77
0.8
0.73
0.77
0.86
0.52
0.59
0.67
0.67
0.76
0.72
0.65
0.68
0.63
0.51
0.66
0.73
