Median normalized fluorescence intensity sk402_005_bta_1-completed.db cells with label 1
0.73
0.74
0.67
0.57
0.67
0.59
0.58
0.63
0.65
0.66
0.66
0.55
0.59
0.6
0.48
0.6
0.61
0.64
0.56
0.68
0.62
0.66
0.69
0.73
0.58
0.6
0.63
0.61
0.6
0.59
0.57
0.58
0.61
0.56
0.48
0.57
0.65
0.71
0.6
0.66
0.54
0.6
0.69
0.64
0.52
0.45
0.7
0.65
0.67
0.61
0.59
0.65
0.51
0.6
0.65
0.58
0.56
0.7
0.58
0.54
0.6
0.66
0.56
0.53
0.65
0.6
0.57
0.54
0.55
0.51
0.71
0.62
0.56
0.6
0.49
0.69
0.55
0.59
0.65
0.8
0.53
0.62
0.62
0.64
0.68
0.69
0.69
0.69
0.46
0.62
0.7
0.62
0.66
0.63
0.49
0.72
0.68
0.72
0.67
0.6
0.58
0.56
0.55
0.56
0.72
0.7
0.63
0.75
0.73
0.44
0.64
0.7
0.68
0.53
0.52
0.49
0.69
0.62
0.61
0.71
0.53
0.61
0.6
0.59
0.63
0.61
0.53
0.65
0.53
0.66
0.65
0.64
0.65
0.65
0.52
0.58
0.61
0.5
0.64
0.55
0.66
0.64
0.57
0.65
0.67
0.6
0.67
0.65
0.65
0.62
0.64
0.55
0.69
0.58
0.6
0.72
0.56
0.52
0.66
0.59
0.64
0.65
0.59
0.65
0.49
0.66
0.64
0.67
0.61
0.65
0.62
0.6
0.51
0.58
0.55
0.7
0.64
0.48
0.63
0.51
0.54
0.59
0.48
0.5
0.68
0.73
0.65
0.72
0.65
0.65
0.6
0.52
0.64
0.61
0.68
0.73
0.59
0.61
0.51
0.69
0.54
0.65
0.69
0.53
0.68
0.65
0.56
0.64
0.52
0.63
0.7
0.61
0.67
0.62
0.56
0.64
0.55
0.67
0.7
0.64
0.56
0.56
0.71
0.49
0.57
0.58
0.6
0.54
0.62
0.66
0.61
0.53
0.61
0.69
