Median normalized fluorescence intensity sk398_01_bta_0001-completed.db cells with label 1
0.76
0.68
0.72
0.76
0.76
0.73
0.73
0.71
0.74
0.71
0.76
0.69
0.77
0.76
0.77
0.76
0.73
0.75
0.71
0.75
0.73
0.73
0.71
0.74
0.7
0.72
0.77
0.71
0.72
0.75
0.77
0.71
0.75
0.73
0.71
0.73
0.74
0.75
0.71
0.73
0.71
0.73
0.71
0.74
0.72
0.71
0.66
0.71
0.75
0.73
0.72
0.78
0.75
0.77
0.78
0.74
0.78
0.74
0.74
0.74
0.75
0.71
0.73
0.69
0.72
0.74
0.74
0.68
0.72
0.77
0.74
0.73
0.74
0.69
0.77
0.73
0.71
0.71
0.74
0.74
0.74
0.71
0.7
0.69
0.74
0.71
0.72
0.68
0.73
0.72
0.75
0.69
0.73
0.74
0.73
0.73
0.74
0.75
0.7
0.75
0.7
0.73
0.69
0.74
0.69
0.75
0.69
0.72
0.69
0.73
0.73
0.74
0.69
0.77
0.76
0.7
0.76
0.74
0.73
0.72
0.7
0.78
0.74
0.73
0.73
0.77
0.7
0.66
0.73
0.74
0.74
0.71
0.71
0.72
0.72
0.73
0.74
0.72
0.74
0.77
0.74
0.77
0.78
0.7
0.7
0.77
0.71
0.7
0.76
0.75
0.74
0.73
0.74
0.74
0.75
0.74
0.7
0.74
0.71
0.72
0.73
0.75
0.74
0.77
0.74
0.76
0.76
0.77
0.71
0.74
0.78
0.78
0.73
0.75
0.77
0.76
0.76
0.71
0.74
0.76
0.75
0.78
0.77
0.76
0.72
0.74
0.78
0.72
0.76
0.75
0.71
0.74
0.74
0.71
0.74
0.77
0.73
0.74
0.72
0.77
0.78
0.73
0.74
0.74
