Median normalized fluorescence intensity sk398_01_bta_0001-completed.db cells with label 1
0.65
0.61
0.55
0.6
0.64
0.56
0.66
0.66
0.64
0.57
0.57
0.62
0.58
0.7
0.62
0.58
0.64
0.57
0.6
0.68
0.68
0.64
0.54
0.62
0.63
0.7
0.59
0.66
0.64
0.62
0.74
0.66
0.54
0.58
0.62
0.68
0.67
0.58
0.61
0.62
0.61
0.59
0.54
0.6
0.58
0.62
0.61
0.63
0.58
0.66
0.64
0.56
0.57
0.67
0.59
0.59
0.62
0.69
0.68
0.57
0.61
0.62
0.56
0.63
0.62
0.52
0.66
0.63
0.55
0.61
0.57
0.6
0.56
0.59
0.58
0.64
0.54
0.63
0.6
0.55
0.47
0.55
0.49
0.55
0.61
0.65
0.6
0.58
0.65
0.57
0.64
0.6
0.63
0.62
0.57
0.67
0.6
0.56
0.69
0.58
0.55
0.56
0.48
0.55
0.59
0.62
0.58
0.47
0.6
0.63
0.57
0.66
0.62
0.57
0.52
0.64
0.6
0.55
0.64
0.58
0.58
0.59
0.54
0.59
0.59
0.53
0.59
0.54
0.59
0.59
0.53
0.63
0.55
0.58
0.5
0.6
0.53
0.49
0.57
0.56
0.58
0.63
0.61
0.58
0.63
0.6
0.5
0.54
0.52
0.52
0.63
0.59
0.53
0.63
0.59
0.61
0.64
0.53
0.58
0.57
0.63
0.54
0.55
0.55
0.5
0.55
0.55
0.6
0.56
0.5
0.57
0.59
0.65
0.62
0.49
0.67
0.66
0.68
0.55
0.55
0.64
0.54
0.62
0.65
0.58
0.53
0.64
0.64
0.63
0.63
0.61
0.67
0.62
0.58
0.53
0.63
0.62
0.58
0.61
0.64
0.62
0.59
0.62
0.59
0.68
0.64
0.58
0.64
0.61
0.65
0.6
0.69
0.64
0.54
0.58
0.64
0.56
0.6
0.53
0.59
0.56
0.6
0.62
0.55
0.64
0.57
