Median normalized fluorescence intensity sk398_bta_16_40ms-completed.db cells with label 1
0.65
0.56
0.72
0.74
0.67
0.55
0.72
0.54
0.68
0.7
0.78
0.73
0.73
0.68
0.72
0.62
0.68
0.68
0.61
0.7
0.74
0.75
0.65
0.68
0.72
0.57
0.7
0.76
0.57
0.72
0.71
0.68
0.7
0.64
0.55
0.57
0.67
0.65
0.67
0.65
0.68
0.68
0.77
0.73
0.73
0.76
0.74
0.69
0.73
0.74
0.72
0.56
0.77
0.67
0.6
0.65
0.57
0.69
0.71
0.71
0.69
0.69
0.7
0.62
0.73
0.72
0.73
0.71
0.57
0.61
0.67
0.73
0.68
0.67
0.75
0.76
0.78
0.64
0.72
0.73
0.76
0.65
0.63
0.76
0.68
0.75
0.73
0.58
0.69
0.72
0.57
0.66
0.74
0.72
0.72
0.67
0.59
0.69
0.67
0.58
0.72
0.6
0.69
0.79
0.71
0.66
0.71
0.77
0.74
0.75
0.71
0.74
0.61
0.67
0.74
0.66
0.69
0.69
0.69
0.54
0.63
0.63
0.71
0.69
0.69
0.74
0.62
0.75
0.72
0.71
0.68
0.77
0.68
0.7
0.76
0.72
0.71
0.58
0.69
0.75
0.61
0.69
0.72
0.73
0.72
0.7
0.59
0.59
0.7
0.74
0.65
0.66
0.78
0.51
0.73
0.7
0.74
0.69
0.7
0.68
0.71
0.6
