Median normalized fluorescence intensity 398_bta_1_1111-completed.db cells with label 1
0.63
0.59
0.59
0.73
0.79
0.59
0.57
0.66
0.66
0.77
0.81
0.77
0.65
0.76
0.67
0.78
0.61
0.81
0.62
0.66
0.7
0.78
0.61
0.65
0.67
0.79
0.59
0.77
0.83
0.82
0.64
0.77
0.79
0.54
0.65
0.71
0.62
0.71
0.81
0.72
0.69
0.59
0.65
0.83
0.45
0.66
0.72
0.81
0.79
0.74
0.77
0.55
0.52
0.62
0.76
0.59
0.83
0.5
0.59
0.77
0.8
0.82
0.62
0.56
0.52
0.83
0.59
0.54
0.63
0.82
0.67
0.77
0.61
0.58
0.54
0.79
0.8
0.78
0.65
0.47
0.81
0.78
0.48
0.59
0.75
0.6
0.77
0.54
0.66
0.7
0.57
0.59
0.75
0.7
0.6
0.75
0.67
0.62
0.45
0.54
0.69
0.66
0.42
0.56
0.6
0.67
0.67
0.78
0.61
0.55
0.75
0.67
0.62
0.6
0.61
0.74
0.57
0.67
0.77
0.76
0.66
0.78
0.77
0.78
0.64
0.59
0.6
0.58
0.55
0.77
0.52
0.78
0.67
0.52
0.63
0.78
0.62
0.75
0.79
0.82
0.55
0.78
0.78
0.8
0.78
0.74
0.78
0.8
0.54
0.63
0.81
0.69
0.74
0.8
0.82
0.55
0.74
0.7
0.69
0.67
0.62
0.68
0.64
0.79
0.78
0.63
0.62
0.41
0.61
0.8
0.41
0.77
0.75
0.79
0.65
0.75
0.77
0.6
0.79
0.8
0.73
0.47
0.72
0.72
0.76
0.59
0.78
0.65
0.77
0.65
0.7
0.79
0.62
0.65
0.79
0.62
0.78
0.78
0.7
0.7
0.8
0.78
0.77
0.82
0.64
0.67
0.7
0.78
0.75
