Median normalized fluorescence intensity 398_bta_15_1008-completed.db cells with label 2
0.71
0.77
0.7
0.71
0.73
0.74
0.7
0.78
0.77
0.7
0.7
0.68
0.72
0.73
0.7
0.7
0.76
0.69
0.69
0.68
0.72
0.74
0.75
0.72
0.73
0.72
0.76
0.7
0.77
0.73
0.73
0.68
0.69
