Median normalized fluorescence intensity 398_bta_15_1111-completed.db cells with label 1
0.66
0.63
0.52
0.51
0.69
0.58
0.57
0.59
0.62
0.63
0.63
0.68
0.7
0.64
0.69
0.58
0.77
0.63
0.5
0.58
0.64
0.65
0.71
0.64
0.67
0.63
0.55
0.6
0.57
0.54
0.59
0.54
0.67
0.71
0.52
0.63
0.56
0.64
0.65
0.65
0.51
0.59
0.51
0.56
0.48
0.61
0.59
0.64
0.61
0.48
0.54
0.66
0.58
0.56
0.61
0.64
0.66
0.58
0.71
0.63
0.7
0.6
0.57
0.63
0.65
0.66
0.64
0.55
0.66
0.59
0.64
0.62
0.69
0.57
0.62
0.51
0.61
0.73
0.58
0.56
0.72
0.61
0.67
0.68
0.68
0.59
0.65
0.62
0.47
0.51
0.72
0.7
0.67
0.61
0.67
0.69
0.75
0.67
0.68
0.56
0.51
0.63
0.62
0.62
0.59
0.65
0.65
0.61
0.57
0.65
0.7
0.55
0.68
0.57
0.65
0.62
0.54
0.55
0.55
0.72
0.64
0.7
0.55
0.63
0.52
0.56
0.68
0.68
0.59
0.5
0.59
0.72
0.53
0.62
0.55
0.77
0.6
0.67
0.57
0.53
0.69
0.7
0.62
0.53
0.65
0.72
0.54
0.65
0.66
0.66
0.69
0.61
0.59
0.58
0.46
0.51
0.6
0.68
0.59
0.62
0.64
0.5
0.53
0.57
0.48
0.57
0.67
0.55
0.6
0.53
0.55
0.63
0.63
0.62
0.66
0.59
0.59
0.67
0.64
0.62
0.69
0.69
0.65
0.63
0.61
0.51
0.58
