Median normalized fluorescence intensity sk402_01_bta_18002-completed.db cells with label 1
0.66
0.76
0.76
0.72
0.65
0.69
0.77
0.76
0.61
0.6
0.56
0.75
0.73
0.75
0.74
0.76
0.68
0.76
0.69
0.54
0.66
0.77
0.74
0.73
0.59
0.56
0.55
0.74
0.73
0.63
0.74
0.77
0.71
0.64
0.69
0.77
0.74
0.57
0.71
0.72
0.76
0.67
0.66
0.78
0.81
0.63
0.77
0.77
0.74
0.55
0.77
0.65
0.74
0.6
0.63
0.64
0.75
0.82
0.73
0.72
0.81
0.6
0.63
0.78
0.62
0.78
0.66
0.72
0.66
0.74
0.69
0.76
0.52
0.69
0.64
0.74
0.64
0.67
0.77
0.42
0.77
0.61
0.67
0.57
0.74
0.53
0.81
0.8
0.61
0.57
0.69
0.73
0.71
0.59
0.56
0.69
0.5
0.59
0.61
0.65
0.63
0.6
0.67
0.77
0.57
0.63
0.45
0.69
0.72
0.74
0.78
0.62
0.49
0.56
0.82
0.76
0.71
0.61
0.55
0.61
0.5
0.68
0.66
0.67
0.62
0.77
0.74
0.73
0.85
0.67
0.73
0.54
0.74
0.42
0.69
0.64
0.74
0.8
0.75
0.76
0.79
0.64
0.8
0.79
0.56
0.62
0.77
0.45
0.79
0.73
0.79
0.76
0.67
