Median normalized fluorescence intensity 398_bta_15_1008-completed.db cells with label 1
0.66
0.61
0.58
0.5
0.46
0.5
0.6
0.71
0.59
0.6
0.63
0.57
0.6
0.51
0.59
0.47
0.65
0.65
0.6
0.51
0.5
0.62
0.6
0.64
0.64
0.57
0.67
0.58
0.63
0.58
0.72
0.61
0.65
0.62
0.58
0.72
0.62
0.57
0.66
0.54
0.68
0.54
0.62
0.52
0.63
0.72
0.64
0.61
0.66
0.65
0.72
0.57
0.63
0.57
0.63
0.67
0.61
0.63
0.49
0.53
0.62
0.59
0.69
0.61
0.61
0.61
0.59
0.68
0.54
0.62
0.67
0.63
0.65
0.64
0.62
0.67
0.62
0.54
0.62
0.58
0.66
0.66
0.58
0.67
0.64
0.58
0.62
0.64
0.62
0.58
0.7
0.64
0.55
0.6
0.6
0.66
0.67
0.61
0.52
0.6
0.58
0.7
0.66
0.65
0.38
0.69
0.63
0.51
0.61
0.62
0.68
0.63
0.62
0.62
0.65
0.62
0.54
0.55
0.61
0.61
0.59
0.6
0.57
0.68
0.57
0.57
0.53
0.67
0.54
0.57
0.57
0.54
0.65
0.6
0.61
0.6
0.65
0.66
0.53
0.68
0.66
0.71
0.51
0.57
0.66
0.56
0.64
0.61
0.65
0.56
0.58
0.66
0.56
0.64
0.66
0.56
0.59
0.65
0.55
0.56
0.64
0.59
0.63
0.6
0.64
0.64
0.66
0.63
0.64
0.59
0.61
0.62
0.62
0.59
0.56
0.67
0.63
0.6
0.56
0.61
0.58
0.61
0.66
0.66
0.66
0.58
0.54
0.57
0.63
0.63
0.54
0.54
0.63
0.58
0.55
0.61
0.52
0.56
0.52
0.59
0.57
0.6
0.63
0.5
0.6
0.66
0.59
0.67
0.61
0.68
0.59
0.5
0.54
0.62
0.64
0.65
0.57
0.68
0.65
0.64
0.71
0.6
0.62
0.66
0.6
0.55
0.68
0.56
0.59
0.52
0.55
0.67
0.66
0.58
0.64
0.63
0.43
0.55
0.64
0.51
0.56
0.59
0.68
0.57
0.68
0.59
0.61
0.54
0.58
0.61
0.62
0.5
0.55
0.65
0.58
0.65
0.64
0.53
0.61
0.64
0.62
0.64
0.61
0.53
0.49
0.53
0.59
0.63
0.7
0.49
0.62
0.63
0.56
0.5
0.61
0.56
0.52
0.53
0.55
0.54
0.63
0.59
0.69
0.64
0.55
0.61
0.53
0.61
0.54
0.52
0.57
0.52
0.57
0.57
0.64
0.65
0.61
0.57
0.68
0.67
0.57
0.61
0.57
0.56
