Median normalized fluorescence intensity 398_bta_18_1015-completed.db cells with label 2
0.72
0.69
0.68
0.69
0.66
0.72
0.68
0.66
0.68
0.69
0.65
0.72
0.71
0.66
0.72
0.71
0.7
0.7
0.7
0.75
0.68
0.68
0.76
0.74
0.73
0.76
0.67
0.72
0.67
0.68
0.73
0.76
0.76
0.68
0.71
0.67
0.7
0.71
0.66
0.7
0.73
0.65
